tool	rank	metric	sample	value
Mash	superkingdom	Shannon equitability	1	0.0
Mash	phylum	Shannon diversity	1	0.0
Mash	phylum	Shannon equitability	1	0.0
Mash	class	Shannon diversity	1	0.0
Mash	class	Shannon equitability	1	0.0
Mash	order	Shannon diversity	1	0.14749600984031572
Mash	order	Shannon equitability	1	0.13425665392759337
Mash	family	Shannon diversity	1	1.4964016923246524
Mash	family	Shannon equitability	1	0.5834039911827351
Mash	genus	Shannon diversity	1	2.1396325558688876
Mash	genus	Shannon equitability	1	0.538910639936954
Mash	species	Shannon diversity	1	2.169493207824531
Mash	species	Shannon equitability	1	0.4994453013272213
Mash	strain	Shannon diversity	1	0.24435480884870034
Mash	strain	Shannon equitability	1	0.09833560905378375
Mash	superkingdom	F1 score	1	1.0
Mash	superkingdom	False negatives	1	0.0
Mash	superkingdom	False positives	1	0.0
Mash	superkingdom	Jaccard index	1	1.0
Mash	superkingdom	Purity	1	1.0
Mash	superkingdom	Completeness	1	1.0
Mash	superkingdom	True positives	1	1.0
Mash	phylum	F1 score	1	1.0
Mash	phylum	False negatives	1	0.0
Mash	phylum	False positives	1	0.0
Mash	phylum	Jaccard index	1	1.0
Mash	phylum	Purity	1	1.0
Mash	phylum	Completeness	1	1.0
Mash	phylum	True positives	1	1.0
Mash	class	F1 score	1	1.0
Mash	class	False negatives	1	0.0
Mash	class	False positives	1	0.0
Mash	class	Jaccard index	1	1.0
Mash	class	Purity	1	1.0
Mash	class	Completeness	1	1.0
Mash	class	True positives	1	1.0
Mash	order	F1 score	1	0.8571428571428571
Mash	order	False negatives	1	1.0
Mash	order	False positives	1	0.0
Mash	order	Jaccard index	1	0.75
Mash	order	Purity	1	1.0
Mash	order	Completeness	1	0.75
Mash	order	True positives	1	3.0
Mash	family	F1 score	1	0.7499999999999999
Mash	family	False negatives	1	7.0
Mash	family	False positives	1	1.0
Mash	family	Jaccard index	1	0.6
Mash	family	Purity	1	0.9230769230769231
Mash	family	Completeness	1	0.631578947368421
Mash	family	True positives	1	12.0
Mash	genus	F1 score	1	0.49397590361445787
Mash	genus	False negatives	1	72.0
Mash	genus	False positives	1	12.0
Mash	genus	Jaccard index	1	0.328
Mash	genus	Purity	1	0.7735849056603774
Mash	genus	Completeness	1	0.36283185840707965
Mash	genus	True positives	1	41.0
Mash	species	F1 score	1	0.23671497584541062
Mash	species	False negatives	1	288.0
Mash	species	False positives	1	28.0
Mash	species	Jaccard index	1	0.13424657534246576
Mash	species	Purity	1	0.6363636363636364
Mash	species	Completeness	1	0.14540059347181009
Mash	species	True positives	1	49.0
Mash	strain	F1 score	1	0.12612612612612611
Mash	strain	False negatives	1	92.0
Mash	strain	False positives	1	5.0
Mash	strain	Jaccard index	1	0.0673076923076923
Mash	strain	Purity	1	0.5833333333333334
Mash	strain	Completeness	1	0.0707070707070707
Mash	strain	True positives	1	7.0
Mash	superkingdom	L1 norm error	1	0.99
Mash	phylum	L1 norm error	1	0.99
Mash	class	L1 norm error	1	0.99
Mash	order	L1 norm error	1	0.9900124354420001
Mash	family	L1 norm error	1	0.787478535937
Mash	genus	L1 norm error	1	0.746476853596
Mash	species	L1 norm error	1	0.4871765785289993
Mash	strain	L1 norm error	1	0.044396999592999975
Mash	na	Weighted UniFrac error	1	0.21206211717958387
Mash	na	Unweighted UniFrac error	1	0.7674682054832299
Mash	na	Weighted UniFrac (CAMI)	1	6.4580080578
Mash	na	Unweighted UniFrac (CAMI)	1	2392.0643024905003
Mash	superkingdom	Sum of abundances	1	1.0
Mash	phylum	Sum of abundances	1	1.0
Mash	class	Sum of abundances	1	1.0
Mash	order	Sum of abundances	1	0.999999
Mash	family	Sum of abundances	1	0.7971009999999998
Mash	genus	Sum of abundances	1	0.753616000000001
Mash	species	Sum of abundances	1	0.4891179999999992
Mash	strain	Sum of abundances	1	0.04347599999999999
Mash	superkingdom	Taxon counts	1	1.0
Mash	phylum	Taxon counts	1	1.0
Mash	class	Taxon counts	1	1.0
Mash	order	Taxon counts	1	3.0
Mash	family	Taxon counts	1	13.0
Mash	genus	Taxon counts	1	53.0
Mash	species	Taxon counts	1	77.0
Mash	strain	Taxon counts	1	12.0
Mash	superkingdom	Bray-Curtis distance	2	0.9801980198019802
Mash	phylum	Bray-Curtis distance	2	0.9801980198019802
Mash	class	Bray-Curtis distance	2	0.9801980198019802
Mash	order	Bray-Curtis distance	2	0.9799936491610204
Mash	family	Bray-Curtis distance	2	0.9776129352139514
Mash	genus	Bray-Curtis distance	2	0.9807990349805714
Mash	species	Bray-Curtis distance	2	0.9811785680853723
Mash	strain	Bray-Curtis distance	2	0.9993100777225331
Mash	superkingdom	Shannon diversity	2	0.0
Mash	superkingdom	Shannon equitability	2	0.0
Mash	phylum	Shannon diversity	2	0.0
Mash	phylum	Shannon equitability	2	0.0
Mash	class	Shannon diversity	2	0.0
Mash	class	Shannon equitability	2	0.0
Mash	order	Shannon diversity	2	0.2154685250293215
Mash	order	Shannon equitability	2	0.19612790358511495
Mash	family	Shannon diversity	2	1.4230757379779644
Mash	family	Shannon equitability	2	0.6843547699967371
Mash	genus	Shannon diversity	2	2.121636004138465
Mash	genus	Shannon equitability	2	0.6237909083364129
Mash	species	Shannon diversity	2	2.1991993892292454
Mash	species	Shannon equitability	2	0.5961700339046427
Mash	strain	Shannon diversity	2	0.4461286149550724
Mash	strain	Shannon equitability	2	0.20304188272640358
Mash	superkingdom	F1 score	2	1.0
Mash	superkingdom	False negatives	2	0.0
Mash	superkingdom	False positives	2	0.0
Mash	superkingdom	Jaccard index	2	1.0
Mash	superkingdom	Purity	2	1.0
Mash	superkingdom	Completeness	2	1.0
Mash	superkingdom	True positives	2	1.0
Mash	phylum	F1 score	2	1.0
Mash	phylum	False negatives	2	0.0
Mash	phylum	False positives	2	0.0
Mash	phylum	Jaccard index	2	1.0
Mash	phylum	Purity	2	1.0
Mash	phylum	Completeness	2	1.0
Mash	phylum	True positives	2	1.0
Mash	class	F1 score	2	1.0
Mash	class	False negatives	2	0.0
Mash	class	False positives	2	0.0
Mash	class	Jaccard index	2	1.0
Mash	class	Purity	2	1.0
Mash	class	Completeness	2	1.0
Mash	class	True positives	2	1.0
Mash	order	F1 score	2	0.8571428571428571
Mash	order	False negatives	2	1.0
Mash	order	False positives	2	0.0
Mash	order	Jaccard index	2	0.75
Mash	order	Purity	2	1.0
Mash	order	Completeness	2	0.75
Mash	order	True positives	2	3.0
Mash	family	F1 score	2	0.5925925925925926
Mash	family	False negatives	2	11.0
Mash	family	False positives	2	0.0
Mash	family	Jaccard index	2	0.42105263157894735
Mash	family	Purity	2	1.0
Mash	family	Completeness	2	0.42105263157894735
Mash	family	True positives	2	8.0
Mash	genus	F1 score	2	0.3216783216783217
Mash	genus	False negatives	2	90.0
Mash	genus	False positives	2	7.0
Mash	genus	Jaccard index	2	0.19166666666666668
Mash	genus	Purity	2	0.7666666666666667
Mash	genus	Completeness	2	0.20353982300884957
Mash	genus	True positives	2	23.0
Mash	species	F1 score	2	0.1273209549071618
Mash	species	False negatives	2	313.0
Mash	species	False positives	2	16.0
Mash	species	Jaccard index	2	0.0679886685552408
Mash	species	Purity	2	0.6
Mash	species	Completeness	2	0.0712166172106825
Mash	species	True positives	2	24.0
Mash	strain	F1 score	2	0.05555555555555555
Mash	strain	False negatives	2	96.0
Mash	strain	False positives	2	6.0
Mash	strain	Jaccard index	2	0.02857142857142857
Mash	strain	Purity	2	0.3333333333333333
Mash	strain	Completeness	2	0.030303030303030304
Mash	strain	True positives	2	3.0
Mash	superkingdom	L1 norm error	2	0.99
Mash	phylum	L1 norm error	2	0.99
Mash	class	L1 norm error	2	0.99
Mash	order	L1 norm error	2	0.9790244354420001
Mash	family	L1 norm error	2	0.8476556817570001
Mash	genus	L1 norm error	2	0.7966020338199995
Mash	species	L1 norm error	2	0.5273560073449999
Mash	strain	L1 norm error	2	0.09989679022499998
Mash	na	Weighted UniFrac error	2	0.21219870331881396
Mash	na	Unweighted UniFrac error	2	0.8850118729053484
Mash	na	Weighted UniFrac (CAMI)	2	6.562579714999999
Mash	na	Unweighted UniFrac (CAMI)	2	2703.0686812404997
Mash	superkingdom	Sum of abundances	2	1.0
Mash	phylum	Sum of abundances	2	1.0
Mash	class	Sum of abundances	2	1.0
Mash	order	Sum of abundances	2	0.989011
Mash	family	Sum of abundances	2	0.8571420000000001
Mash	genus	Sum of abundances	2	0.8021970000000002
Mash	species	Sum of abundances	2	0.5274720000000002
Mash	strain	Sum of abundances	2	0.09890100000000002
Mash	superkingdom	Taxon counts	2	1.0
Mash	phylum	Taxon counts	2	1.0
Mash	class	Taxon counts	2	1.0
Mash	order	Taxon counts	2	3.0
Mash	family	Taxon counts	2	8.0
Mash	genus	Taxon counts	2	30.0
Mash	species	Taxon counts	2	40.0
Mash	strain	Taxon counts	2	9.0
Mash	superkingdom	Bray-Curtis distance	3	0.9801980198019802
Mash	phylum	Bray-Curtis distance	3	0.9801980198019802
Mash	class	Bray-Curtis distance	3	0.9801980198019802
Mash	order	Bray-Curtis distance	3	0.9800882637468394
Mash	family	Bray-Curtis distance	3	0.9764050175244993
Mash	genus	Bray-Curtis distance	3	0.9763856024994118
Mash	species	Bray-Curtis distance	3	0.9719156858282734
Mash	strain	Bray-Curtis distance	3	0.9890796439358803
Mash	superkingdom	Shannon diversity	3	0.0
Mash	superkingdom	Shannon equitability	3	0.0
Mash	phylum	Shannon diversity	3	0.0
Mash	phylum	Shannon equitability	3	0.0
Mash	class	Shannon diversity	3	0.0
Mash	class	Shannon equitability	3	0.0
Mash	order	Shannon diversity	3	0.11644398755713296
Mash	order	Shannon equitability	3	0.10599188517934978
Mash	family	Shannon diversity	3	1.464395906094137
Mash	family	Shannon equitability	3	0.5066462132746679
Mash	genus	Shannon diversity	3	2.2781787014367745
Mash	genus	Shannon equitability	3	0.5114506233837942
Mash	species	Shannon diversity	3	2.2830113120488873
Mash	species	Shannon equitability	3	0.4520943386843927
Mash	strain	Shannon diversity	3	0.24343140506969502
Mash	strain	Shannon equitability	3	0.07471583552816444
Mash	superkingdom	F1 score	3	1.0
Mash	superkingdom	False negatives	3	0.0
Mash	superkingdom	False positives	3	0.0
Mash	superkingdom	Jaccard index	3	1.0
Mash	superkingdom	Purity	3	1.0
Mash	superkingdom	Completeness	3	1.0
Mash	superkingdom	True positives	3	1.0
Mash	phylum	F1 score	3	1.0
Mash	phylum	False negatives	3	0.0
Mash	phylum	False positives	3	0.0
Mash	phylum	Jaccard index	3	1.0
Mash	phylum	Purity	3	1.0
Mash	phylum	Completeness	3	1.0
Mash	phylum	True positives	3	1.0
Mash	class	F1 score	3	1.0
Mash	class	False negatives	3	0.0
Mash	class	False positives	3	0.0
Mash	class	Jaccard index	3	1.0
Mash	class	Purity	3	1.0
Mash	class	Completeness	3	1.0
Mash	class	True positives	3	1.0
Mash	order	F1 score	3	0.8571428571428571
Mash	order	False negatives	3	1.0
Mash	order	False positives	3	0.0
Mash	order	Jaccard index	3	0.75
Mash	order	Purity	3	1.0
Mash	order	Completeness	3	0.75
Mash	order	True positives	3	3.0
Mash	family	F1 score	3	0.918918918918919
Mash	family	False negatives	3	2.0
Mash	family	False positives	3	1.0
Mash	family	Jaccard index	3	0.85
Mash	family	Purity	3	0.9444444444444444
Mash	family	Completeness	3	0.8947368421052632
Mash	family	True positives	3	17.0
Mash	genus	F1 score	3	0.7437185929648241
Mash	genus	False negatives	3	39.0
Mash	genus	False positives	3	12.0
Mash	genus	Jaccard index	3	0.592
Mash	genus	Purity	3	0.8604651162790697
Mash	genus	Completeness	3	0.6548672566371682
Mash	genus	True positives	3	74.0
Mash	species	F1 score	3	0.5070993914807302
Mash	species	False negatives	3	212.0
Mash	species	False positives	3	31.0
Mash	species	Jaccard index	3	0.33967391304347827
Mash	species	Purity	3	0.8012820512820513
Mash	species	Completeness	3	0.37091988130563797
Mash	species	True positives	3	125.0
Mash	strain	F1 score	3	0.33599999999999997
Mash	strain	False negatives	3	78.0
Mash	strain	False positives	3	5.0
Mash	strain	Jaccard index	3	0.20192307692307693
Mash	strain	Purity	3	0.8076923076923077
Mash	strain	Completeness	3	0.21212121212121213
Mash	strain	True positives	3	21.0
Mash	superkingdom	L1 norm error	3	0.99
Mash	phylum	L1 norm error	3	0.99
Mash	class	L1 norm error	3	0.99
Mash	order	L1 norm error	3	0.9837714354420001
Mash	family	L1 norm error	3	0.8190942194890001
Mash	genus	L1 norm error	3	0.793535917953999
Mash	species	L1 norm error	3	0.4950287320089998
Mash	strain	L1 norm error	3	0.038088229471
Mash	na	Weighted UniFrac error	3	0.21227229924706031
Mash	na	Unweighted UniFrac error	3	0.5509350877141664
Mash	na	Weighted UniFrac (CAMI)	3	6.3680978044000005
Mash	na	Unweighted UniFrac (CAMI)	3	1718.0505457408997
Mash	superkingdom	Sum of abundances	3	1.0
Mash	phylum	Sum of abundances	3	1.0
Mash	class	Sum of abundances	3	1.0
Mash	order	Sum of abundances	3	0.993758
Mash	family	Sum of abundances	3	0.8289629999999998
Mash	genus	Sum of abundances	3	0.8027279999999982
Mash	species	Sum of abundances	3	0.4993330000000002
Mash	strain	Sum of abundances	3	0.037444
Mash	superkingdom	Taxon counts	3	1.0
Mash	phylum	Taxon counts	3	1.0
Mash	class	Taxon counts	3	1.0
Mash	order	Taxon counts	3	3.0
Mash	family	Taxon counts	3	18.0
Mash	genus	Taxon counts	3	86.0
Mash	species	Taxon counts	3	156.0
Mash	strain	Taxon counts	3	26.0
Mash	superkingdom	Bray-Curtis distance	4	0.9801980198019802
Mash	phylum	Bray-Curtis distance	4	0.9801980198019802
Mash	class	Bray-Curtis distance	4	0.9801980198019802
Mash	order	Bray-Curtis distance	4	0.9801065764510561
Mash	family	Bray-Curtis distance	4	0.9774664722320752
Mash	genus	Bray-Curtis distance	4	0.9798574293340131
Mash	species	Bray-Curtis distance	4	0.9794898793711163
Mash	strain	Bray-Curtis distance	4	0.997016527801067
Mash	superkingdom	Shannon diversity	4	0.0
Mash	superkingdom	Shannon equitability	4	0.0
Mash	phylum	Shannon diversity	4	0.0
Mash	phylum	Shannon equitability	4	0.0
Mash	class	Shannon diversity	4	0.0
Mash	class	Shannon equitability	4	0.0
Mash	order	Shannon diversity	4	0.21054577274106548
Mash	order	Shannon equitability	4	0.19164702134937728
Mash	family	Shannon diversity	4	1.6344230125306751
Mash	family	Shannon equitability	4	0.6372145351626828
Mash	genus	Shannon diversity	4	2.2475818245525767
Mash	genus	Shannon equitability	4	0.5975703912095952
Mash	species	Shannon diversity	4	2.480170599178123
Mash	species	Shannon equitability	4	0.5963549706654812
Mash	strain	Shannon diversity	4	0.2433013539026016
Mash	strain	Shannon equitability	4	0.117003218905618
Mash	superkingdom	F1 score	4	1.0
Mash	superkingdom	False negatives	4	0.0
Mash	superkingdom	False positives	4	0.0
Mash	superkingdom	Jaccard index	4	1.0
Mash	superkingdom	Purity	4	1.0
Mash	superkingdom	Completeness	4	1.0
Mash	superkingdom	True positives	4	1.0
Mash	phylum	F1 score	4	1.0
Mash	phylum	False negatives	4	0.0
Mash	phylum	False positives	4	0.0
Mash	phylum	Jaccard index	4	1.0
Mash	phylum	Purity	4	1.0
Mash	phylum	Completeness	4	1.0
Mash	phylum	True positives	4	1.0
Mash	class	F1 score	4	1.0
Mash	class	False negatives	4	0.0
Mash	class	False positives	4	0.0
Mash	class	Jaccard index	4	1.0
Mash	class	Purity	4	1.0
Mash	class	Completeness	4	1.0
Mash	class	True positives	4	1.0
Mash	order	F1 score	4	0.8571428571428571
Mash	order	False negatives	4	1.0
Mash	order	False positives	4	0.0
Mash	order	Jaccard index	4	0.75
Mash	order	Purity	4	1.0
Mash	order	Completeness	4	0.75
Mash	order	True positives	4	3.0
Mash	family	F1 score	4	0.8125000000000001
Mash	family	False negatives	4	6.0
Mash	family	False positives	4	0.0
Mash	family	Jaccard index	4	0.6842105263157895
Mash	family	Purity	4	1.0
Mash	family	Completeness	4	0.6842105263157895
Mash	family	True positives	4	13.0
Mash	genus	F1 score	4	0.4871794871794872
Mash	genus	False negatives	4	75.0
Mash	genus	False positives	4	5.0
Mash	genus	Jaccard index	4	0.3220338983050847
Mash	genus	Purity	4	0.8837209302325582
Mash	genus	Completeness	4	0.336283185840708
Mash	genus	True positives	4	38.0
Mash	species	F1 score	4	0.23940149625935161
Mash	species	False negatives	4	289.0
Mash	species	False positives	4	16.0
Mash	species	Jaccard index	4	0.1359773371104816
Mash	species	Purity	4	0.75
Mash	species	Completeness	4	0.142433234421365
Mash	species	True positives	4	48.0
Mash	strain	F1 score	4	0.11214953271028039
Mash	strain	False negatives	4	93.0
Mash	strain	False positives	4	2.0
Mash	strain	Jaccard index	4	0.0594059405940594
Mash	strain	Purity	4	0.75
Mash	strain	Completeness	4	0.06060606060606061
Mash	strain	True positives	4	6.0
Mash	superkingdom	L1 norm error	4	0.99
Mash	phylum	L1 norm error	4	0.99
Mash	class	L1 norm error	4	0.99
Mash	order	L1 norm error	4	0.9846954354420001
Mash	family	L1 norm error	4	0.8519859356870002
Mash	genus	L1 norm error	4	0.7968034039639998
Mash	species	L1 norm error	4	0.577679623095
Mash	strain	L1 norm error	4	0.04878976035299996
Mash	na	Weighted UniFrac error	4	0.21475142217404097
Mash	na	Unweighted UniFrac error	4	0.8008026711038597
Mash	na	Weighted UniFrac (CAMI)	4	6.440690471999998
Mash	na	Unweighted UniFrac (CAMI)	4	2480.0651579902997
Mash	superkingdom	Sum of abundances	4	1.0
Mash	phylum	Sum of abundances	4	1.0
Mash	class	Sum of abundances	4	1.0
Mash	order	Sum of abundances	4	0.9946820000000001
Mash	family	Sum of abundances	4	0.8617019999999996
Mash	genus	Sum of abundances	4	0.8031829999999991
Mash	species	Sum of abundances	4	0.5797760000000003
Mash	strain	Sum of abundances	4	0.047871000000000004
Mash	superkingdom	Taxon counts	4	1.0
Mash	phylum	Taxon counts	4	1.0
Mash	class	Taxon counts	4	1.0
Mash	order	Taxon counts	4	3.0
Mash	family	Taxon counts	4	13.0
Mash	genus	Taxon counts	4	43.0
Mash	species	Taxon counts	4	64.0
Mash	strain	Taxon counts	4	8.0
Mash	superkingdom	Bray-Curtis distance	5	0.9801980198019802
Mash	phylum	Bray-Curtis distance	5	0.9801980198019802
Mash	class	Bray-Curtis distance	5	0.9801980198019802
Mash	order	Bray-Curtis distance	5	0.9798989722344504
Mash	family	Bray-Curtis distance	5	0.9763236884628413
Mash	genus	Bray-Curtis distance	5	0.9771176318614182
Mash	species	Bray-Curtis distance	5	0.9714341081884466
Mash	strain	Bray-Curtis distance	5	0.9950394637019792
Mash	superkingdom	Shannon diversity	5	0.0
Mash	superkingdom	Shannon equitability	5	0.0
Mash	phylum	Shannon diversity	5	0.0
Mash	phylum	Shannon equitability	5	0.0
Mash	class	Shannon diversity	5	0.0
Mash	class	Shannon equitability	5	0.0
Mash	order	Shannon diversity	5	0.1577221246180655
Mash	order	Shannon equitability	5	0.1137724635124771
Mash	family	Shannon diversity	5	1.4875992141245116
Mash	family	Shannon equitability	5	0.5493248291774798
Mash	genus	Shannon diversity	5	2.276471940627275
Mash	genus	Shannon equitability	5	0.5272676799016577
Mash	species	Shannon diversity	5	2.1546836545834243
Mash	species	Shannon equitability	5	0.4470036916428492
Mash	strain	Shannon diversity	5	0.2512425597844696
Mash	strain	Shannon equitability	5	0.085327820193304
Mash	superkingdom	F1 score	5	1.0
Mash	superkingdom	False negatives	5	0.0
Mash	superkingdom	False positives	5	0.0
Mash	superkingdom	Jaccard index	5	1.0
Mash	superkingdom	Purity	5	1.0
Mash	superkingdom	Completeness	5	1.0
Mash	superkingdom	True positives	5	1.0
Mash	phylum	F1 score	5	1.0
Mash	phylum	False negatives	5	0.0
Mash	phylum	False positives	5	0.0
Mash	phylum	Jaccard index	5	1.0
Mash	phylum	Purity	5	1.0
Mash	phylum	Completeness	5	1.0
Mash	phylum	True positives	5	1.0
Mash	class	F1 score	5	1.0
Mash	class	False negatives	5	0.0
Mash	class	False positives	5	0.0
Mash	class	Jaccard index	5	1.0
Mash	class	Purity	5	1.0
Mash	class	Completeness	5	1.0
Mash	class	True positives	5	1.0
Mash	order	F1 score	5	1.0
Mash	order	False negatives	5	0.0
Mash	order	False positives	5	0.0
Mash	order	Jaccard index	5	1.0
Mash	order	Purity	5	1.0
Mash	order	Completeness	5	1.0
Mash	order	True positives	5	4.0
Mash	family	F1 score	5	0.8235294117647058
Mash	family	False negatives	5	5.0
Mash	family	False positives	5	1.0
Mash	family	Jaccard index	5	0.7
Mash	family	Purity	5	0.9333333333333333
Mash	family	Completeness	5	0.7368421052631579
Mash	family	True positives	5	14.0
Mash	genus	F1 score	5	0.6276595744680851
Mash	genus	False negatives	5	54.0
Mash	genus	False positives	5	16.0
Mash	genus	Jaccard index	5	0.4573643410852713
Mash	genus	Purity	5	0.7866666666666666
Mash	genus	Completeness	5	0.5221238938053098
Mash	genus	True positives	5	59.0
Mash	species	F1 score	5	0.368763557483731
Mash	species	False negatives	5	252.0
Mash	species	False positives	5	39.0
Mash	species	Jaccard index	5	0.22606382978723405
Mash	species	Purity	5	0.6854838709677419
Mash	species	Completeness	5	0.2522255192878338
Mash	species	True positives	5	85.0
Mash	strain	F1 score	5	0.18644067796610167
Mash	strain	False negatives	5	88.0
Mash	strain	False positives	5	8.0
Mash	strain	Jaccard index	5	0.102803738317757
Mash	strain	Purity	5	0.5789473684210527
Mash	strain	Completeness	5	0.1111111111111111
Mash	strain	True positives	5	11.0
Mash	superkingdom	L1 norm error	5	0.99
Mash	phylum	L1 norm error	5	0.99
Mash	class	L1 norm error	5	0.99
Mash	order	L1 norm error	5	0.9749740000000001
Mash	family	L1 norm error	5	0.8132393230330002
Mash	genus	L1 norm error	5	0.7797007855259995
Mash	species	L1 norm error	5	0.4702527945249992
Mash	strain	L1 norm error	5	0.04258147883499998
Mash	na	Weighted UniFrac error	5	0.21372061737646145
Mash	na	Unweighted UniFrac error	5	0.6197431644479011
Mash	na	Weighted UniFrac (CAMI)	5	6.412991289199996
Mash	na	Unweighted UniFrac (CAMI)	5	1979.0458962403
Mash	superkingdom	Sum of abundances	5	1.0
Mash	phylum	Sum of abundances	5	1.0
Mash	class	Sum of abundances	5	1.0
Mash	order	Sum of abundances	5	0.984974
Mash	family	Sum of abundances	5	0.8230359999999999
Mash	genus	Sum of abundances	5	0.7879599999999991
Mash	species	Sum of abundances	5	0.4740809999999984
Mash	strain	Sum of abundances	5	0.041729
Mash	superkingdom	Taxon counts	5	1.0
Mash	phylum	Taxon counts	5	1.0
Mash	class	Taxon counts	5	1.0
Mash	order	Taxon counts	5	4.0
Mash	family	Taxon counts	5	15.0
Mash	genus	Taxon counts	5	75.0
Mash	species	Taxon counts	5	124.0
Mash	strain	Taxon counts	5	19.0
Mash	superkingdom	Bray-Curtis distance	6	0.9801980198019802
Mash	phylum	Bray-Curtis distance	6	0.9801980198019802
Mash	class	Bray-Curtis distance	6	0.9801980198019802
Mash	order	Bray-Curtis distance	6	0.9801059754686785
Mash	family	Bray-Curtis distance	6	0.9761808084718506
Mash	genus	Bray-Curtis distance	6	0.9763368763544756
Mash	species	Bray-Curtis distance	6	0.9727899322763475
Mash	strain	Bray-Curtis distance	6	0.9951218876709094
Mash	superkingdom	Shannon diversity	6	0.0
Mash	superkingdom	Shannon equitability	6	0.0
Mash	phylum	Shannon diversity	6	0.0
Mash	phylum	Shannon equitability	6	0.0
Mash	class	Shannon diversity	6	0.0
Mash	class	Shannon equitability	6	0.0
Mash	order	Shannon diversity	6	0.1728024759802149
Mash	order	Shannon equitability	6	0.12465063757499513
Mash	family	Shannon diversity	6	1.4867643407976008
Mash	family	Shannon equitability	6	0.5049397699586555
Mash	genus	Shannon diversity	6	2.229325251048316
Mash	genus	Shannon equitability	6	0.5147685336130444
Mash	species	Shannon diversity	6	2.317500738740535
Mash	species	Shannon equitability	6	0.4676314794290382
Mash	strain	Shannon diversity	6	0.1818892420732869
Mash	strain	Shannon equitability	6	0.06716612638837187
Mash	superkingdom	F1 score	6	1.0
Mash	superkingdom	False negatives	6	0.0
Mash	superkingdom	False positives	6	0.0
Mash	superkingdom	Jaccard index	6	1.0
Mash	superkingdom	Purity	6	1.0
Mash	superkingdom	Completeness	6	1.0
Mash	superkingdom	True positives	6	1.0
Mash	phylum	F1 score	6	1.0
Mash	phylum	False negatives	6	0.0
Mash	phylum	False positives	6	0.0
Mash	phylum	Jaccard index	6	1.0
Mash	phylum	Purity	6	1.0
Mash	phylum	Completeness	6	1.0
Mash	phylum	True positives	6	1.0
Mash	class	F1 score	6	1.0
Mash	class	False negatives	6	0.0
Mash	class	False positives	6	0.0
Mash	class	Jaccard index	6	1.0
Mash	class	Purity	6	1.0
Mash	class	Completeness	6	1.0
Mash	class	True positives	6	1.0
Mash	order	F1 score	6	1.0
Mash	order	False negatives	6	0.0
Mash	order	False positives	6	0.0
Mash	order	Jaccard index	6	1.0
Mash	order	Purity	6	1.0
Mash	order	Completeness	6	1.0
Mash	order	True positives	6	4.0
Mash	family	F1 score	6	0.8421052631578947
Mash	family	False negatives	6	3.0
Mash	family	False positives	6	3.0
Mash	family	Jaccard index	6	0.7272727272727273
Mash	family	Purity	6	0.8421052631578947
Mash	family	Completeness	6	0.8421052631578947
Mash	family	True positives	6	16.0
Mash	genus	F1 score	6	0.6984126984126985
Mash	genus	False negatives	6	47.0
Mash	genus	False positives	6	10.0
Mash	genus	Jaccard index	6	0.5365853658536586
Mash	genus	Purity	6	0.868421052631579
Mash	genus	Completeness	6	0.584070796460177
Mash	genus	True positives	6	66.0
Mash	species	F1 score	6	0.4551148225469729
Mash	species	False negatives	6	228.0
Mash	species	False positives	6	33.0
Mash	species	Jaccard index	6	0.2945945945945946
Mash	species	Purity	6	0.7676056338028169
Mash	species	Completeness	6	0.32344213649851633
Mash	species	True positives	6	109.0
Mash	strain	F1 score	6	0.15789473684210525
Mash	strain	False negatives	6	90.0
Mash	strain	False positives	6	6.0
Mash	strain	Jaccard index	6	0.08571428571428572
Mash	strain	Purity	6	0.6
Mash	strain	Completeness	6	0.09090909090909091
Mash	strain	True positives	6	9.0
Mash	superkingdom	L1 norm error	6	0.99
Mash	phylum	L1 norm error	6	0.99
Mash	class	L1 norm error	6	0.99
Mash	order	L1 norm error	6	0.9853270000000001
Mash	family	L1 norm error	6	0.809490869361
Mash	genus	L1 norm error	6	0.776248349594
Mash	species	L1 norm error	6	0.5067661601089996
Mash	strain	L1 norm error	6	0.030514177569000003
Mash	na	Weighted UniFrac error	6	0.21408638381155545
Mash	na	Unweighted UniFrac error	6	0.6111209394715426
Mash	na	Weighted UniFrac (CAMI)	6	6.389506055199998
Mash	na	Unweighted UniFrac (CAMI)	6	1921.0487052408996
Mash	superkingdom	Sum of abundances	6	1.0
Mash	phylum	Sum of abundances	6	1.0
Mash	class	Sum of abundances	6	1.0
Mash	order	Sum of abundances	6	0.995327
Mash	family	Sum of abundances	6	0.8193179999999998
Mash	genus	Sum of abundances	6	0.7850619999999995
Mash	species	Sum of abundances	6	0.5109409999999995
Mash	strain	Sum of abundances	6	0.029599000000000007
Mash	superkingdom	Taxon counts	6	1.0
Mash	phylum	Taxon counts	6	1.0
Mash	class	Taxon counts	6	1.0
Mash	order	Taxon counts	6	4.0
Mash	family	Taxon counts	6	19.0
Mash	genus	Taxon counts	6	76.0
Mash	species	Taxon counts	6	142.0
Mash	strain	Taxon counts	6	15.0
Mash	superkingdom	Bray-Curtis distance	7	0.9801980198019802
Mash	phylum	Bray-Curtis distance	7	0.9801980198019802
Mash	class	Bray-Curtis distance	7	0.9801980198019802
Mash	order	Bray-Curtis distance	7	0.9798153304583637
Mash	family	Bray-Curtis distance	7	0.9765721995074051
Mash	genus	Bray-Curtis distance	7	0.9774569069700251
